congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
111,House,29915,32,3,KS,100,0,1,"MOORE, Dennis",M001140,1945,2021,-0.267,0.159,-116.1518,0.887,969,29,,-0.263,0.071
111,House,14854,51,5,KY,200,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.152,-152.50949,0.85479,972,54,,0.309,0.39
111,House,20326,51,6,KY,100,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-127.12526,0.874,942,43,,-0.244,0.572
111,House,20511,51,4,KY,200,0,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-152.03636,0.851,944,58,,0.406,0.45
111,House,20723,51,3,KY,100,0,1,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-53.3299,0.94585,958,19,,-0.357,-0.107
111,House,20916,51,2,KY,200,0,1,"GUTHRIE, Brett",G000558,1964,,0.428,0.269,-149.99947,0.85835,982,68,,0.326,0.396
111,House,29525,51,1,KY,200,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-246.9134,0.773,960,83,,0.293,0.304
111,House,20513,45,3,LA,100,0,1,"MELANCON, Charles J.",M001161,1947,,-0.178,0.798,-229.09397,0.772,886,92,,-0.137,0.558
111,House,20514,45,7,LA,200,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-193.19048,0.817,957,102,,0.521,-0.182
111,House,20759,45,1,LA,200,0,1,"SCALISE, Steve",S001176,1965,,0.558,0.171,-144.31266,0.86136,967,64,,0.564,0.03
111,House,20917,45,2,LA,200,0,1,"CAO, Anh (Joseph)",C001079,1967,,0.133,0.168,-301.172,0.722,926,123,,0.132,0.16
111,House,20918,45,4,LA,200,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-150.58698,0.857,978,72,,0.51,0.071
111,House,20919,45,6,LA,200,0,1,"CASSIDY, Bill",C001075,1957,,0.463,-0.046,-224.61751,0.79022,954,87,,0.487,-0.461
111,House,90327,45,5,LA,200,0,1,"ALEXANDER, Rodney",A000361,1946,,0.331,0.408,-134.64482,0.868,953,49,,0.35,0.519
111,House,20328,2,2,ME,100,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-219.74338,0.8,985,85,,-0.236,-0.244
111,House,20920,2,1,ME,100,0,1,"PINGREE, Chellie",P000597,1955,,-0.422,-0.367,-63.65158,0.93539,953,21,,-0.468,-0.318
111,House,14873,52,5,MD,100,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-46.51807,0.95317,970,13,,-0.422,0.227
111,House,20329,52,2,MD,100,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.299,0.12,-68.17899,0.92989,938,23,,-0.333,0.167
111,House,20330,52,8,MD,100,0,1,"VAN HOLLEN, Christopher",V000128,1959,,-0.396,-0.222,-35.32714,0.96413,967,8,,-0.408,0.031
111,House,20724,52,3,MD,100,0,1,"SARBANES, John",S001168,1962,,-0.466,-0.078,-43.25927,0.95638,970,13,,-0.411,-0.07
111,House,20763,52,4,MD,100,0,1,"EDWARDS, Donna F.",E000290,1958,,-0.562,-0.294,-62.10806,0.939,980,24,,-0.584,-0.391
111,House,20921,52,1,MD,100,0,1,"KRATOVIL, Frank M., Jr.",K000371,1968,,-0.037,0.103,-351.22821,0.7,984,170,,-0.037,0.122
111,House,29356,52,6,MD,200,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-278.69651,0.752,979,129,,0.472,0.089
111,House,29587,52,7,MD,100,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,2019,-0.438,-0.148,-64.01909,0.93626,972,20,,-0.437,-0.09
111,House,14435,3,7,MA,100,0,1,"MARKEY, Edward John",M000133,1946,,-0.516,-0.469,-67.12799,0.93314,970,22,,-0.469,-0.366
111,House,14824,3,4,MA,100,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-72.82066,0.926,946,30,,-0.532,-0.261
111,House,15616,3,2,MA,100,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-56.77738,0.94263,961,22,,-0.43,-0.042
111,House,20119,3,9,MA,100,0,1,"LYNCH, Stephen F.",L000562,1955,,-0.345,0.05,-94.35332,0.9062,958,35,,-0.355,0.069
111,House,20754,3,5,MA,100,0,1,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.199,-58.68087,0.941,965,23,,-0.471,-0.265
111,House,29123,3,1,MA,100,0,1,"OLVER, John Walter",O000085,1936,2023,-0.577,-0.207,-40.69136,0.959,966,13,,-0.564,-0.195
111,House,29729,3,3,MA,100,0,1,"McGOVERN, James P.",M000312,1959,,-0.538,-0.338,-41.52414,0.95788,965,16,,-0.533,-0.162
111,House,29730,3,6,MA,100,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-87.79336,0.912,957,29,,-0.46,-0.527
111,House,29731,3,10,MA,100,0,1,"DELAHUNT, Bill",D000210,1941,2024,-0.495,-0.293,-62.10396,0.929,842,22,,-0.492,0.01
111,House,29919,3,8,MA,100,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-52.26367,0.94259,884,19,,-0.472,-0.307
111,House,2605,23,15,MI,100,0,1,"DINGELL, John David, Jr.",D000355,1926,2019,-0.448,0.313,-57.77278,0.941,952,22,,-0.448,0.315
111,House,10713,23,14,MI,100,0,1,"CONYERS, John, Jr.",C000714,1929,2019,-0.658,-0.512,-101.67996,0.89215,891,33,,-0.549,-0.24
111,House,14430,23,5,MI,100,0,1,"KILDEE, Dale Edward",K000172,1929,2021,-0.385,0.011,-59.66093,0.941,986,18,,-0.404,0.334
111,House,15033,23,12,MI,100,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-45.93515,0.95398,975,11,,-0.419,0.221
111,House,15446,23,6,MI,200,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-194.63506,0.82086,986,81,,0.323,-0.282
111,House,20120,23,8,MI,200,0,1,"ROGERS, Mike",R000572,1963,,0.4,0.098,-173.36312,0.832,941,80,,0.408,-0.165
111,House,20331,23,10,MI,200,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-225.73602,0.795,986,101,,0.284,0.009
111,House,20332,23,11,MI,200,0,1,"McCOTTER, Thaddeus George",M001147,1965,,0.335,0.012,-215.43737,0.802,976,108,,0.394,-0.396
111,House,20922,23,7,MI,100,0,1,"SCHAUER, Mark H.",S001178,1961,,-0.233,-0.359,-258.87002,0.767,978,76,,-0.238,-0.473
111,House,20923,23,9,MI,100,0,1,"PETERS, Gary C.",P000595,1958,,-0.248,-0.185,-237.43549,0.78542,983,80,,-0.178,-0.133
111,House,29124,23,4,MI,200,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-174.662,0.834,961,77,,0.349,0.19
111,House,29360,23,1,MI,100,0,1,"STUPAK, Bart T.",S001045,1952,,-0.396,0.701,-186.45843,0.815,913,61,,-0.352,0.765
111,House,29361,23,2,MI,200,0,1,"HOEKSTRA, Peter",H000676,1953,,0.516,-0.262,-153.45636,0.821,779,51,,0.554,-0.264
111,House,29362,23,3,MI,200,0,1,"EHLERS, Vernon James",E000092,1934,2017,0.316,-0.622,-352.85504,0.689,949,150,,0.31,-0.902
111,House,29733,23,13,MI,100,0,1,"KILPATRICK, Carolyn Cheeks",K000180,1945,,-0.491,-0.172,-84.46774,0.909,890,35,,-0.501,-0.168
111,House,14265,33,8,MN,100,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304,-91.28729,0.91,965,34,,-0.449,0.205
111,House,20122,33,4,MN,100,0,1,"McCOLLUM, Betty",M001143,1954,,-0.419,-0.185,-46.62961,0.95249,958,14,,-0.446,-0.049
111,House,20333,33,2,MN,200,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-153.09206,0.854,969,56,,0.537,-0.16
111,House,20726,33,1,MN,100,0,1,"WALZ, Tim",W000799,1964,,-0.275,0.131,-121.57322,0.88344,981,38,,-0.268,0.145
111,House,20727,33,5,MN,100,0,1,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-62.68177,0.93315,906,26,,-0.546,-0.649
111,House,20728,33,6,MN,200,0,1,"BACHMANN, Michele",B001256,1956,,0.584,-0.03,-122.75121,0.871,888,39,,0.584,-0.108
111,House,20924,33,3,MN,200,0,1,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-179.56544,0.83304,983,79,,0.4,-0.34
111,House,29127,33,7,MN,100,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-222.85301,0.79586,976,82,,-0.219,0.976
111,House,15637,46,4,MS,100,0,1,"TAYLOR, Gary Eugene (Gene)",T000074,1953,,-0.045,0.893,-447.59529,0.622,944,231,,0.018,0.535
111,House,20761,46,1,MS,100,0,1,"CHILDERS, Travis W.",C001074,1958,,-0.011,0.631,-312.129,0.724,968,152,,-0.011,0.632
111,House,20925,46,3,MS,200,0,1,"HARPER, Gregg",H001045,1956,,0.384,0.48,-172.89043,0.83519,960,75,,0.45,0.329
111,House,29368,46,2,MS,100,0,1,"THOMPSON, Bennie",T000193,1948,,-0.519,0.391,-67.55516,0.93212,961,25,,-0.468,0.105
111,House,14451,34,4,MO,100,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724,-180.98353,0.83,969,59,,-0.233,0.69
111,House,20123,34,2,MO,200,0,1,"AKIN, W. Todd",A000358,1947,2021,0.612,0.235,-139.36478,0.861,934,63,,0.626,0.263
111,House,20124,34,6,MO,200,0,1,"GRAVES, Samuel",G000546,1963,,0.448,0.164,-127.14601,0.86879,904,38,,0.489,-0.062
111,House,20147,34,1,MO,100,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-118.37927,0.88155,939,38,,-0.451,-0.4
111,House,20516,34,3,MO,100,0,1,"CARNAHAN, Russ",C001060,1958,,-0.347,-0.005,-46.8723,0.953,976,15,,-0.342,0.119
111,House,20517,34,5,MO,100,0,1,"CLEAVER, Emanuel, II",C001061,1944,,-0.453,-0.001,-79.33205,0.92068,960,24,,-0.459,-0.179
111,House,20926,34,9,MO,200,0,1,"LUETKEMEYER, Blaine",L000569,1952,,0.45,0.247,-145.94132,0.86124,977,58,,0.484,-0.064
111,House,29735,34,7,MO,200,0,1,"BLUNT, Roy",B000575,1950,,0.398,0.18,-172.39521,0.81949,866,71,,0.433,0.176
111,House,29736,34,8,MO,200,0,1,"EMERSON, Jo Ann",E000172,1950,,0.269,0.274,-201.49586,0.812,967,85,,0.274,0.342
111,House,20125,64,1,MT,200,0,1,"REHBERG, Denny",R000571,1955,,0.337,0.244,-135.69759,0.871,983,44,,0.329,0.406
111,House,20518,35,1,NE,200,0,1,"FORTENBERRY, Jeff",F000449,1960,,0.304,-0.061,-221.94328,0.79378,961,111,,0.311,-0.233
111,House,20729,35,3,NE,200,0,1,"SMITH, Adrian",S001172,1970,,0.511,0.252,-149.49434,0.85892,983,56,,0.519,-0.079
111,House,29921,35,2,NE,200,0,1,"TERRY, Lee Raymond",T000459,1962,,0.426,-0.067,-176.93153,0.834,972,79,,0.403,-0.208
111,House,20730,65,2,NV,200,0,1,"HELLER, Dean",H001041,1960,,0.463,-0.459,-224.28855,0.78912,947,90,,0.496,-0.509
111,House,20927,65,3,NV,100,0,1,"TITUS, Alice (Dina)",T000468,1950,,-0.297,-0.164,-136.70553,0.87017,983,49,,-0.244,0.111
111,House,29922,65,1,NV,100,0,1,"BERKLEY, Shelley",B001231,1951,,-0.302,0.024,-72.19255,0.927,953,22,,-0.339,0.158
111,House,20731,4,1,NH,100,0,1,"SHEA-PORTER, Carol",S001170,1952,,-0.315,-0.131,-82.38127,0.91768,959,30,,-0.322,-0.125
111,House,20732,4,2,NH,100,0,1,"HODES, Paul",H001043,1951,,-0.256,-0.158,-210.32891,0.798,930,71,,-0.208,-0.238
111,House,14863,12,4,NJ,200,0,1,"SMITH, Christopher Henry",S000522,1953,,0.181,-0.172,-207.59348,0.8068,967,74,,0.191,-0.039
111,House,15454,12,6,NJ,100,0,1,"PALLONE, Frank, Jr.",P000034,1951,,-0.402,-0.161,-41.36658,0.95829,971,15,,-0.44,-0.029
111,House,15619,12,10,NJ,100,0,1,"PAYNE, Donald Milford",P000149,1934,2012,-0.592,-0.547,-64.86833,0.934,947,26,,-0.537,-0.449
111,House,20336,12,5,NJ,200,0,1,"GARRETT, Scott",G000548,1959,,0.688,-0.243,-155.70027,0.853,977,64,,0.72,-0.137
111,House,20542,12,13,NJ,100,0,1,"SIRES, Albio",S001165,1951,,-0.404,0.098,-75.8428,0.92358,954,30,,-0.419,0.103
111,House,20928,12,3,NJ,100,0,1,"ADLER, John H.",A000364,1959,2011,-0.114,0.349,-322.56459,0.716,966,142,,-0.113,0.336
111,House,20929,12,7,NJ,200,0,1,"LANCE, Leonard",L000567,1952,,0.329,-0.237,-204.32751,0.81283,986,92,,0.307,-0.355
111,House,29132,12,1,NJ,100,0,1,"ANDREWS, Robert Ernest",A000210,1957,,-0.297,-0.119,-68.75425,0.93,951,22,,-0.423,0.116
111,House,29539,12,2,NJ,200,0,1,"LoBIONDO, Frank A.",L000554,1946,,0.211,-0.224,-202.26128,0.81471,987,75,,0.203,-0.065
111,House,29541,12,11,NJ,200,0,1,"FRELINGHUYSEN, Rodney P.",F000372,1946,,0.292,-0.262,-210.60084,0.80645,979,98,,0.264,0.193
111,House,29741,12,8,NJ,100,0,1,"PASCRELL, William J., Jr.",P000096,1937,2024,-0.369,-0.004,-128.1962,0.87339,947,25,,-0.378,-0.106
111,House,29742,12,9,NJ,100,0,1,"ROTHMAN, Steven",R000462,1952,,-0.352,-0.092,-43.89024,0.955,958,11,,-0.415,0.067
111,House,29923,12,12,NJ,100,0,1,"HOLT, Rush",H001032,1948,,-0.463,-0.33,-61.33884,0.939,972,21,,-0.493,-0.152
111,House,20930,66,1,NM,100,0,1,"HEINRICH, Martin",H001046,1971,,-0.334,-0.007,-127.0047,0.87903,985,40,,-0.263,-0.085
111,House,20931,66,2,NM,100,0,1,"TEAGUE, Harry",T000466,1949,,-0.142,0.543,-292.85219,0.737,961,132,,-0.141,0.547
111,House,20932,66,3,NM,100,0,1,"LUJÁN, Ben Ray",L000570,1972,,-0.376,0.026,-48.90769,0.95122,978,16,,-0.398,0.114
111,House,13035,13,15,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-68.8503,0.929,931,27,,-0.451,-0.102
111,House,15000,13,5,NY,100,0,1,"ACKERMAN, Gary Leonard",A000022,1942,,-0.429,-0.165,-52.97044,0.944,922,21,,-0.404,0.076
111,House,15072,13,10,NY,100,0,1,"TOWNS, Edolphus",T000326,1934,,-0.519,-0.132,-74.07166,0.924,942,32,,-0.511,-0.401
111,House,15444,13,28,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,2018,-0.465,-0.104,-44.38634,0.95315,925,11,,-0.5,-0.154
111,House,15603,13,17,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.408,-0.093,-54.0904,0.94379,935,21,,-0.444,0.086
111,House,15612,13,18,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,2025,-0.389,-0.152,-54.18038,0.94573,971,20,,-0.393,0.127
111,House,20129,13,2,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-55.18867,0.944,959,19,,-0.368,-0.041
111,House,20338,13,1,NY,100,0,1,"BISHOP, Timothy H.",B001242,1950,,-0.338,-0.05,-142.8105,0.863,969,44,,-0.273,-0.172
111,House,20519,13,27,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.348,-0.032,-45.04517,0.95379,952,15,,-0.358,0.229
111,House,20733,13,11,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.607,-0.26,-55.77896,0.94389,966,21,,-0.565,-0.346
111,House,20734,13,19,NY,100,0,1,"HALL, John",H001039,1948,,-0.319,-0.046,-81.5453,0.918,951,27,,-0.322,0.02
111,House,20735,13,20,NY,100,1,1,"GILLIBRAND, Kirsten",G000555,1966,,-0.454,-0.332,-1.85824,0.90683,19,1,,-0.353,0.701
111,House,20736,13,24,NY,100,0,1,"ARCURI, Michael",A000363,1959,,-0.206,0.341,-275.57132,0.754,974,114,,-0.162,0.542
111,House,20933,13,13,NY,100,0,1,"McMAHON, Michael E.",M001174,1957,,-0.156,0.173,-301.45558,0.731,961,113,,-0.155,0.17
111,House,20934,13,21,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.416,-0.262,-47.13816,0.95313,982,17,,-0.403,-0.061
111,House,20935,13,25,NY,100,0,1,"MAFFEI, Daniel B.",M001171,1968,,-0.19,-0.062,-150.25356,0.857,975,45,,-0.244,-0.13
111,House,20936,13,26,NY,200,0,1,"LEE, Christopher John",L000568,1964,,0.313,0.16,-180.76837,0.83,973,81,,0.318,0.091
111,House,20937,13,29,NY,100,1,1,"MASSA, Eric J.J.",M001173,1959,,-0.201,0.094,-146.2324,0.804,672,46,,-0.199,0.112
111,House,20956,13,20,NY,100,2,2,"MURPHY, Scott",M001178,1970,,-0.11,0.127,-273.4933,0.713,807,126,,-0.11,0.135
111,House,20957,13,23,NY,100,2,2,"OWENS, William",O000169,1949,,-0.182,0.409,-177.53822,0.65,412,53,,-0.189,0.61
111,House,21101,13,29,NY,200,2,2,"REED, Thomas W. II",R000585,1971,,0.269,0.12,-11.12947,0.79682,49,3,,0.527,-0.73
111,House,29134,13,16,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.491,-0.377,-47.73332,0.95222,975,17,,-0.528,-0.368
111,House,29375,13,3,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.259,-0.03,-221.88116,0.79345,959,86,,0.238,0.245
111,House,29377,13,8,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.507,-0.478,-85.4729,0.91473,959,32,,-0.504,-0.436
111,House,29378,13,12,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.367,-72.1966,0.9263,943,26,,-0.522,-0.561
111,House,29379,13,14,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-56.53358,0.94127,934,19,,-0.368,-0.103
111,House,29380,13,22,NY,100,0,1,"HINCHEY, Maurice Dunlea",H000627,1938,2017,-0.575,-0.007,-68.50241,0.93,942,24,,-0.595,0.238
111,House,29744,13,4,NY,100,0,1,"McCARTHY, Carolyn",M000309,1944,,-0.294,-0.04,-73.71719,0.919,874,26,,-0.321,0.049
111,House,29776,13,6,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.416,-0.063,-58.58298,0.93927,935,26,,-0.412,0.123
111,House,29925,13,7,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.412,-0.07,-55.18913,0.94413,960,24,,-0.46,-0.056
111,House,29926,13,9,NY,100,0,1,"WEINER, Anthony D.",W000792,1964,,-0.408,-0.371,-77.57245,0.923,962,29,,-0.399,-0.224
111,House,39316,13,23,NY,200,1,1,"McHUGH, John Michael",M000472,1948,,0.225,-0.063,-137.071,0.743,461,61,,0.155,0.045
111,House,15092,47,6,NC,200,0,1,"COBLE, Howard",C000556,1931,2015,0.52,-0.081,-184.41789,0.824,951,71,,0.567,-0.089
111,House,15438,47,4,NC,100,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-52.35001,0.94809,982,18,,-0.475,0.081
111,House,20340,47,1,NC,100,0,1,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-46.79413,0.9503,918,18,,-0.443,0.18
111,House,20341,47,13,NC,100,0,1,"MILLER, Brad",M001154,1953,,-0.376,0.063,-51.10851,0.949,977,16,,-0.386,0.152
111,House,20521,47,5,NC,200,0,1,"FOXX, Virginia Ann",F000450,1943,,0.623,0.173,-133.24159,0.87336,984,54,,0.708,-0.075
111,House,20522,47,10,NC,200,0,1,"McHENRY, Patrick T.",M001156,1975,,0.524,0.156,-133.00027,0.87037,958,54,,0.578,-0.078
111,House,20737,47,11,NC,100,0,1,"SHULER, Heath",S001171,1971,,-0.07,0.224,-407.17293,0.646,931,215,,-0.035,0.4
111,House,20938,47,8,NC,100,0,1,"KISSELL, Larry",K000369,1951,,-0.182,0.375,-151.60622,0.856,975,43,,-0.25,0.446
111,House,29383,47,12,NC,100,0,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-82.45118,0.919,970,31,,-0.508,-0.358
111,House,29546,47,3,NC,200,0,1,"JONES, Walter Beaman, Jr.",J000255,1943,2019,0.244,-0.362,-465.72498,0.60994,942,201,,0.194,0.04
111,House,29549,47,9,NC,200,0,1,"MYRICK, Sue",M001134,1941,,0.56,0.027,-128.88974,0.874,959,40,,0.565,-0.131
111,House,29745,47,2,NC,100,0,1,"ETHERIDGE, Bobby R.",E000226,1941,,-0.288,0.288,-103.58489,0.9,979,30,,-0.273,0.264
111,House,29746,47,7,NC,100,0,1,"McINTYRE, Mike",M000485,1956,,-0.148,0.56,-263.94269,0.763,975,114,,-0.116,0.573
111,House,29384,36,1,ND,100,0,1,"POMEROY, Earl Ralph, III",P000422,1952,,-0.266,0.339,-96.53584,0.905,964,31,,-0.276,0.383
111,House,21996,95,0,MP,100,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.419,-0.252,-15.81433,0.93124,222,7,,-0.444,0.214
111,House,91996,95,1,MP,328,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,,,,,,,,,
111,House,15029,24,9,OH,100,0,1,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.344,0.133,-175.64926,0.82989,942,55,,-0.272,0.031
111,House,20130,24,12,OH,200,0,1,"TIBERI, Patrick (Pat)",T000462,1962,,0.386,-0.026,-185.73229,0.82393,959,70,,0.413,-0.248
111,House,20342,24,3,OH,200,0,1,"TURNER, Michael R.",T000463,1960,,0.266,0.254,-223.87509,0.79428,972,89,,0.229,0.102
111,House,20343,24,17,OH,100,0,1,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-72.86351,0.92727,965,29,,-0.405,0.353
111,House,20540,24,2,OH,200,0,1,"SCHMIDT, Jean",S001164,1951,,0.467,-0.1,-143.62672,0.859,944,52,,0.505,-0.206
111,House,20738,24,4,OH,200,0,1,"JORDAN, Jim",J000289,1964,,0.713,-0.183,-113.78104,0.88953,972,47,,0.674,0.041
111,House,20739,24,6,OH,100,0,1,"WILSON, Charlie",W000801,1943,2013,-0.321,0.635,-83.39417,0.916,947,29,,-0.342,0.58
111,House,20740,24,13,OH,100,0,1,"SUTTON, Betty",S001174,1963,,-0.44,0.165,-41.79138,0.957,954,15,,-0.416,0.161
111,House,20741,24,18,OH,100,0,1,"SPACE, Zack",S001173,1961,,-0.167,0.498,-202.26272,0.809,957,87,,-0.16,0.368
111,House,20755,24,5,OH,200,0,1,"LATTA, Robert E.",L000566,1956,,0.509,0.285,-112.42979,0.89119,976,29,,0.534,0.162
111,House,20939,24,1,OH,100,0,1,"DRIEHAUS, Steve",D000609,1966,,-0.184,0.087,-194.91844,0.82,983,72,,-0.183,0.097
111,House,20940,24,7,OH,200,0,1,"AUSTRIA, Steve",A000365,1958,,0.367,0.305,-155.58238,0.854,985,78,,0.415,-0.027
111,House,20941,24,11,OH,100,0,1,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-51.91391,0.94649,944,17,,-0.565,-0.064
111,House,20942,24,15,OH,100,0,1,"KILROY, Mary Jo",K000372,1949,,-0.318,-0.115,-95.40897,0.906,970,27,,-0.316,-0.147
111,House,20943,24,16,OH,100,0,1,"BOCCIERI, John A.",B001263,1969,,-0.185,0.384,-190.41137,0.823,978,81,,-0.181,0.343
111,House,29137,24,8,OH,200,0,1,"BOEHNER, John Andrew",B000589,1949,,0.513,0.04,-127.44073,0.87,912,45,,0.566,0.081
111,House,29553,24,14,OH,200,0,1,"LaTOURETTE, Steven C.",L000553,1954,2016,0.211,-0.063,-236.94223,0.781,959,97,,0.197,0.106
111,House,29748,24,10,OH,100,0,1,"KUCINICH, Dennis",K000336,1946,,-0.582,0.024,-458.98955,0.627,982,106,,-0.286,-0.517
111,House,20131,53,1,OK,200,0,1,"SULLIVAN, John",S001155,1965,,0.513,0.173,-111.49289,0.871,805,41,,0.516,0.129
111,House,20344,53,4,OK,200,0,1,"COLE, Tom",C001053,1949,,0.323,0.412,-175.79563,0.83424,970,67,,0.315,0.514
111,House,20523,53,2,OK,100,0,1,"BOREN, Daniel David",B001254,1973,,-0.112,0.994,-243.14813,0.774,949,107,,-0.12,0.921
111,House,20742,53,5,OK,200,0,1,"FALLIN, Mary",F000453,1954,,0.432,0.244,-116.27546,0.872,850,44,,0.478,0.016
111,House,29393,53,3,OK,200,0,1,"LUCAS, Frank D.",L000491,1960,,0.361,0.452,-115.4828,0.88239,923,43,,0.356,0.483
111,House,15410,72,4,OR,100,0,1,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-144.26,0.85884,948,43,,-0.303,-0.199
111,House,20944,72,5,OR,100,0,1,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-161.37429,0.84317,946,45,,-0.263,0.059
111,House,29588,72,3,OR,100,0,1,"BLUMENAUER, Earl",B000574,1948,,-0.426,-0.626,-94.63173,0.90641,963,35,,-0.476,-0.661
111,House,29931,72,1,OR,100,0,1,"WU, David",W000793,1955,,-0.37,0.031,-161.23637,0.845,956,51,,-0.316,-0.313
111,House,29932,72,2,OR,200,0,1,"WALDEN, Greg",W000791,1957,,0.333,-0.011,-224.16198,0.79195,961,109,,0.373,-0.296
111,House,14072,14,12,PA,100,1,1,"MURTHA, John Patrick, Jr.",M001120,1932,2010,-0.265,0.569,-51.11835,0.919,602,16,,-0.413,0.366
111,House,15104,14,11,PA,100,0,1,"KANJORSKI, Paul E.",K000008,1937,,-0.303,0.364,-126.39815,0.878,975,47,,-0.328,0.428
111,House,20134,14,9,PA,200,0,1,"SHUSTER, William (Bill)",S001154,1961,,0.374,0.323,-149.815,0.85634,966,56,,0.354,0.462
111,House,20135,14,19,PA,200,0,1,"PLATTS, Todd",P000585,1962,,0.252,-0.15,-224.59294,0.791,960,109,,0.261,-0.332
111,House,20345,14,6,PA,200,0,1,"GERLACH, Jim",G000549,1955,,0.221,-0.107,-196.97343,0.812,945,85,,0.245,-0.268
111,House,20346,14,18,PA,200,0,1,"MURPHY, Timothy",M001151,1952,,0.258,0.198,-267.06279,0.75737,961,122,,0.184,0.239
111,House,20525,14,13,PA,100,0,1,"SCHWARTZ, Allyson Y.",S001162,1948,,-0.343,-0.008,-65.54139,0.934,967,21,,-0.333,0.166
111,House,20526,14,15,PA,200,0,1,"DENT, Charles W.",D000604,1960,,0.244,-0.085,-214.18201,0.79966,958,103,,0.237,-0.33
111,House,20743,14,4,PA,100,0,1,"ALTMIRE, Jason",A000362,1968,,-0.133,0.59,-318.11907,0.724,987,140,,-0.129,0.696
111,House,20744,14,7,PA,100,0,1,"SESTAK, Joe",S001169,1951,,-0.271,-0.155,-118.87954,0.877,909,36,,-0.273,-0.21
111,House,20745,14,8,PA,100,0,1,"MURPHY, Patrick",M001168,1973,,-0.204,0.107,-131.94686,0.869,939,43,,-0.254,0.185
111,House,20746,14,10,PA,100,0,1,"CARNEY, Chris",C001065,1959,,-0.119,0.488,-255.64025,0.755,911,118,,-0.143,0.448
